"","Canada","France","Germany","Italy","Japan","United Kingdom","United States","G7"
"2000",0.0175168661131597,0.0138957734673147,0.0189949823475557,0.0237509665905999,0.0143356406164101,0.0148759952435062,0.0133640438422484,0.0552177032916194
"2001",0.033901924193406,0.0327558342012309,0.0220686650372597,0.0357183063006453,0.0349346451078233,0.0329056547269117,0.0347783881137042,0.108517859938993
"2002",0.0213784031634842,0.0146537891210226,0.0255063594457389,0.0258608314319191,0.0199936603679713,0.0237757220407653,0.0292243071007345,0.0769851912119667
"2003",0.0199942799217577,0.0234314658201295,0.0277250863136579,0.0173760749327497,0.0219129151086663,0.0215363407770252,0.0263366087571149,0.0816246967661692
"2004",0.0235759576442748,0.031585570985294,0.0323823094197994,0.0301609852752994,0.0210127450717522,0.0239254308149545,0.0237000400992207,0.0961313464168924
"2005",0.0289691778598118,0.0335945410239179,0.0310692539243402,0.0269306189309003,0.0223833729328611,0.0230801154128001,0.0181763646053987,0.0916399520340319
"2006",0.0254759601770882,0.0205138795731692,0.0305331485539546,0.0236937858355234,0.0136626316702682,0.0219640801838009,0.0248893285409865,0.0805002264514815
"2007",0.0311586456674827,0.0237168350572502,0.0266284101848806,0.0199170007781531,0.0179877036567612,0.0150775664408356,0.015625319862217,0.0787097455769004
"2008",0.0486118586884725,0.0314542530613433,0.0289547283091332,0.0330561472220385,0.0276033503995309,0.0361241504121227,0.0276335204554814,0.110657772337867
"2009",0.0360362549783975,0.0260752217076598,0.0449476947900574,0.0342037863136798,0.0583067630017813,0.0506089956788855,0.0402723307498111,0.143006591538918
"2010",0.0320017539735015,0.0309697343025866,0.0597098631439221,0.0518949769004827,0.0638850387878845,0.0363813548403347,0.0325762956363966,0.142876070821733
"2011",0.0130040603923739,0.0382206445616087,0.0222340673940223,0.0190414566841247,0.0582626924151592,0.0297028652454493,0.0207100210328913,0.114073595562233
"2012",0.016985516044438,0.0250790009531762,0.0260218469907402,0.0374034840626397,0.0370044881208645,0.0192264737887169,0.018339128105001,0.0956883296701834
"2013",0.0235126468656148,0.0150745463516422,0.0106142046073303,0.0251845115959999,0.0218813111547808,0.0193182303872752,0.0142080340122065,0.0687702539281129
"2014",0.0253198215203257,0.0296672696067466,0.0166428764852637,0.0220707345609902,0.0295093599784878,0.0268166280640646,0.022802017645963,0.0867879174882991
"2015",0.0197309289184167,0.0135763478733296,0.0164478045909815,0.0245287727993006,0.0220292695674397,0.0167323619714401,0.0227160146835066,0.0775302374154423
"2016",0.0153561455375297,0.0136249902458383,0.0178038515207765,0.0179972600952529,0.0224413751088749,0.0169320443333944,0.0288744628311122,0.0705780927994762
"2017",0.0253145775784438,0.0144019178472846,0.0261770192004573,0.020777523244024,0.0200383813257543,0.0189318144598735,0.0204323315671611,0.0749819561176162
"2018",0.0166509221718652,0.014774566938353,0.0195671330681681,0.024214063645713,0.019470326265174,0.016782956281925,0.0187904367289621,0.0688152242307921
"2019",0.0172711809113934,0.00826459205636389,0.0163487343505223,0.0127085829303955,0.0119169225774473,0.013263400334997,0.0132385376089587,0.0484657799837305
"2020",0.0347801261483094,0.0446154202094775,0.0300816027284129,0.0427910980928682,0.0266789221598031,0.0516712189118241,0.0515304010669115,0.133638636908977
